Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp
0,0.044,0.022,0.022,0,0, ,139.72,0,0,0,0,0,,51.77,99.41,47.86,109.96,363.37,0,0,0,4000,0,0,0
0,0.044,0.015,0.022,0,0, ,139.66,0,0,0,0,0,,51.77,99.41,44.93,109.96,515.75,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.66,0,0,0,0,0,,49.82,99.41,44.93,109.96,515.75,0,0,0,4000,0,0,0
0.029,0.022,0.037,0.044,0,0, ,140.01,0,0,0,0,0,,52.75,99.38,44.93,109.93,400.49,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.022,0,0, ,140.01,0,0,0,0,0,,48.84,99.41,46.89,109.96,515.75,0,0,0,4000,0,0,0
0.022,0.051,0.022,0.044,0,0.015, ,140.01,0,0,0,0,0,,51.77,99.34,46.89,109.96,644.69,0,0,0,4000,0,0,0
0,0.051,0,0.037,0,0, ,140.01,0,0,0,0,0,,51.77,99.3,44.93,109.93,551.89,0,0,0,4000,0,0,0
0.022,0.051,0,0.044,0,0.007, ,139.72,0,0,0,0,0,,49.82,99.38,46.89,109.89,625.15,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.029,0,0.029, ,139.78,0,0,0,0,0,,49.82,99.3,46.89,109.89,533.33,0,0,0,4000,0,0,0
0.029,0.022,0.029,0.022,0,0, ,140.12,0,0,0,0,0,,48.84,99.3,44.93,109.85,644.69,0,0,0,4000,0,59.58,0
0.015,0.051,0.044,0.022,0,0, ,139.78,0,0,0,0,0,,49.82,99.23,44.93,109.85,257.88,0,0,0,4000,0,0,0
0.015,0.051,0.029,0.037,0,0, ,139.78,0,0,0,0,0,,49.82,99.27,44.93,109.85,515.75,0,0,0,4000,0,58.61,0
0.015,0.051,0.029,0.037,0.007,0.007, ,139.6,0,0,0,0,0,,49.82,99.23,43.96,109.82,386.81,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.029,0,0, ,139.83,0,0,0,0,0,,51.77,99.27,46.89,109.82,500.12,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.037,0,0, ,139.66,0,0,0,0,0,,51.77,99.19,46.89,109.71,533.33,0,0,0,4000,0,0,0
0.015,0,0.037,0.037,0,0.022, ,140.07,0,0,0,0,0,,51.77,99.23,44.93,109.74,400.49,0,0,0,4000,0,0,0
0.022,0,0.037,0.044,0,0, ,140.07,0,0,0,0,0,,51.77,99.12,45.91,109.67,533.33,0,0,0,4000,0,0,0
0,0.051,0.029,0.022,0,0, ,139.78,0,0,0,0,0,,48.84,99.19,45.91,109.67,515.75,0,0,0,4000,0,0,0
0.029,0.051,0.029,0.044,0,0, ,139.89,0,0,0,0,0,,49.82,99.16,45.91,109.63,533.33,0,0,0,4000,0,0,0
0.015,0.051,0.022,0.029,0,0, ,139.78,0,0,0,0,0,,49.82,99.16,43.96,109.67,515.75,0,0,0,4000,0,0,0
0,0.029,0.029,0.022,0,0, ,139.66,0,0,0,0,0,,51.77,99.19,43.96,109.6,386.81,0,0,0,4000,0,0,0
0.029,0.022,0.029,0.037,0,0.015, ,139.89,0,0,0,0,0,,51.77,99.16,43.96,109.63,515.75,0,0,0,4000,0,0,0
0,0.022,0.029,0.029,0,0.007, ,139.89,0,0,0,0,0,,51.77,99.19,43.96,109.67,533.33,0,0,0,4000,0,0,0
0.029,0.051,0.051,0.044,0,0.029, ,139.89,0,0,0,0,0,,51.77,99.19,43.96,109.63,400.49,0,0,0,4000,0,0,0
0.015,0.007,0.007,0.037,0,0, ,140.07,0,0,0,0,0,,51.77,99.19,43.96,109.67,400.49,0,0,0,4000,0,0,0
0.022,0.051,0.044,0.044,0,0, ,139.83,0,0,0,0,0,,51.77,99.16,43.96,109.67,386.81,0,0,0,4000,0,0,0
0.007,0.051,0.044,0.037,0,0, ,139.78,0,0,0,0,0,,49.82,99.16,45.91,109.67,515.75,0,0,0,4000,0,0,0
0.007,0,0,0.059,0,0.029, ,139.89,0,0,0,0,0,,49.82,99.12,43.96,109.63,400.49,0,0,0,4000,0,0,0
0,0,0,0.044,0,0, ,139.49,0,0,0,0,0,,49.82,99.12,43.96,109.63,386.81,0,0,0,4000,0,0,0
0,0,0,0.037,0,0.007, ,139.6,0,0,0,0,0,,49.82,99.12,42.98,109.67,375.09,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0, ,140.01,0,0,0,0,0,,51.77,99.23,43.96,109.71,257.88,0,0,0,4000,0,0,0
0.015,0,0,0.044,0,0, ,140.07,0,0,0,0,0,,51.77,99.27,43.96,109.74,400.49,0,0,0,4000,0,0,0
0.015,0.007,0,0.044,0,0.015, ,140.01,0,0,0,0,0,,51.77,99.38,44.93,109.82,400.49,0,0,0,4000,0,0,0
0.022,0.007,0.015,0.037,0,0, ,140.18,0,0,0,0,0,,49.82,99.34,43.96,109.89,533.33,0,0,0,4000,0,0,0
0.015,0,0,0.022,0,0, ,140.12,0,0,0,0,0,,51.77,99.38,43.96,109.89,257.88,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0, ,140.12,0,0,0,0,0,,49.82,99.41,46.89,109.93,386.81,0,0,0,4000,0,0,0
0,0.007,0.007,0.037,0,0.015, ,139.89,0,0,0,0,0,,52.75,99.34,44.93,109.85,400.49,0,0,0,4000,0,0,0
0,0,0,0.051,0,0.029, ,139.6,0,0,0,0,0,,51.77,99.41,44.93,109.89,386.81,0,0,0,4000,0,0,0
0,0,0,0.037,0.007,0.029, ,139.49,0,0,0,0,0,,51.77,99.38,43.96,109.85,400.49,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.029,0,0, ,139.66,0,0,0,0,0,,48.84,99.38,44.93,109.93,500.12,0,0,0,4000,0,0,0
0.029,0.051,0.051,0.044,0,0.029, ,139.72,0,0,0,0,0,,49.82,99.34,44.93,109.85,533.33,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.037,0,0.015, ,139.72,0,0,0,0,0,,49.82,99.38,44.93,109.93,533.33,0,0,0,4000,0,0,0
0.007,0.044,0.022,0.044,0,0, ,139.66,0,0,0,0,0,,48.84,99.34,44.93,109.89,400.49,0,0,0,4000,0,0,0
0,0.044,0.022,0.022,0,0, ,139.55,0,0,0,0,0,,48.84,99.38,46.89,109.89,500.12,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,139.49,0,0,0,0,0,,49.82,99.38,46.89,109.89,515.75,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.029,0,0, ,140.01,0,0,0,0,0,,48.84,99.41,46.89,109.85,533.33,0,0,0,4000,0,0,0
0.029,0.022,0.044,0.044,0,0, ,140.12,0,0,0,0,0,,49.82,99.41,46.89,109.85,515.75,0,0,0,4000,0,0,0
0.007,0.022,0.022,0.022,0,0, ,140.07,0,0,0,0,0,,48.84,99.41,43.96,109.85,515.75,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.037,0,0, ,139.78,0,0,0,0,0,,51.77,99.41,44.93,109.89,644.69,0,0,0,4000,0,56.65,0
0.029,0.051,0.029,0.029,0,0, ,139.66,0,0,0,0,0,,48.84,99.38,43.96,109.85,257.88,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.6,0,0,0,0,0,,49.82,99.38,44.93,109.85,250.06,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.044,0,0, ,139.72,0,0,0,0,0,,49.82,99.38,43.96,109.85,128.94,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,139.72,0,0,0,0,0,,51.77,99.38,43.96,109.93,515.75,0,0,0,4000,0,0,0
0.007,0,0,0.066,0,0.044, ,139.6,0,0,0,0,0,,49.82,99.34,43.96,109.85,266.67,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.72,0,0,0,0,0,,48.84,99.38,44.93,109.89,386.81,0,0,0,4000,0,0,0
0,0,0,0.044,0,0, ,139.66,0,0,0,0,0,,48.84,99.38,43.96,109.85,414.16,0,0,0,4000,0,0,0
0,0.029,0.022,0.022,0,0, ,139.78,0,0,0,0,0,,48.84,99.38,44.93,109.85,386.81,0,0,0,4000,0,0,0
0.044,0.051,0.029,0.029,0,0, ,139.95,0,0,0,0,0,,51.77,99.3,44.93,109.85,533.33,0,0,0,4000,0,0,0
0,0.029,0.015,0.044,0,0.007, ,140.01,0,0,0,0,0,,48.84,99.34,44.93,109.89,257.88,0,0,0,4000,0,0,0
0,0.044,0.022,0.029,0,0, ,139.78,0,0,0,0,0,,48.84,99.38,44.93,109.89,500.12,0,0,0,4000,0,0,0
0,0.044,0.007,0.022,0,0, ,139.89,0,0,0,0,0,,49.82,99.34,44.93,109.89,400.49,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.029,0,0, ,140.18,0,0,0,0,0,,49.82,99.34,46.89,109.85,500.12,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.022,0,0, ,139.95,0,0,0,0,0,,49.82,99.41,44.93,109.85,533.33,0,0,0,4000,0,0,0
0.007,0.007,0,0.037,0,0, ,140.35,0,0,0,0,0,,49.82,99.41,47.86,109.89,386.81,0,0,0,4000,0,0,0
0.044,0.051,0.051,0.029,0,0, ,140.01,0,0,0,0,0,,48.84,99.34,46.89,109.85,266.67,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.044,0,0, ,140.01,0,0,0,0,0,,48.84,99.34,47.86,109.85,500.12,0,0,0,4000,0,0,0
0.022,0.051,0.044,0.037,0.007,0, ,140.01,0,0,0,0,0,,49.82,99.34,46.89,109.82,400.49,0,0,0,4000,0,0,0
0.022,0,0.022,0.029,0,0, ,140.12,0,0,0,0,0,,51.77,99.38,46.89,109.82,386.81,0,0,0,4000,0,0,0
0.029,0.007,0.037,0.044,0.007,0.029, ,140.24,0,0,0,0,0,,51.77,99.38,49.82,109.85,400.49,0,0,0,4000,0,0,0
0,0,0,0.029,0,0.015, ,140.12,0,0,0,0,0,,52.75,99.34,47.86,109.82,400.49,0,0,0,4000,0,0,0
0,0,0,0.044,0,0.015, ,139.72,0,0,0,0,0,,49.82,99.27,46.89,109.78,400.49,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,139.83,0,0,0,0,0,,48.84,99.3,46.89,109.85,484.49,0,0,0,4000,0,0,0
0,0.029,0.022,0.022,0,0, ,139.83,0,0,0,0,0,,48.84,99.3,46.89,109.78,386.81,0,0,0,4000,0,58.61,0
0,0,0,0.029,0,0.015, ,139.78,0,0,0,0,0,,46.89,99.3,46.89,109.74,375.09,0,0,0,4000,0,0,0
0,0.044,0.015,0.022,0,0, ,139.78,0,0,0,0,0,,49.82,99.3,46.89,109.78,375.09,0,0,0,4000,0,0,0
0.022,0.022,0.037,0.029,0,0, ,139.83,0,0,0,0,0,,48.84,99.34,46.89,109.78,375.09,0,0,0,4000,0,0,0
0.022,0.007,0.022,0.044,0,0.029, ,139.83,0,0,0,0,0,,49.82,99.34,46.89,109.74,375.09,0,0,0,4000,0,0,0
0,0.051,0.037,0.037,0,0, ,139.66,0,0,0,0,0,,49.82,99.3,47.86,109.78,400.49,0,0,0,4000,0,0,0
0.029,0.051,0.007,0.029,0,0, ,139.89,0,0,0,0,0,,49.82,99.3,47.86,109.74,500.12,0,0,0,4000,0,58.61,0
0,0,0,0.029,0,0, ,139.66,0,0,0,0,0,,49.82,99.27,46.89,109.74,375.09,0,0,0,4000,0,0,0
0.015,0.051,0,0.022,0,0, ,139.89,0,0,0,0,0,,48.84,99.34,46.89,109.78,484.49,0,0,0,4000,0,0,0
0.029,0.007,0,0.044,0,0.015, ,140.12,0,0,0,0,0,,49.82,99.27,44.93,109.82,533.33,0,0,0,4000,0,0,0
0.037,0.051,0.029,0.029,0,0.015, ,140.01,0,0,0,0,0,,51.77,99.3,46.89,109.78,500.12,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.037,0,0, ,139.83,0,0,0,0,0,,48.84,99.34,44.93,109.74,500.12,0,0,0,4000,0,0,0
0,0.044,0.029,0.022,0,0, ,139.83,0,0,0,0,0,,48.84,99.3,44.93,109.74,500.12,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.029,0,0, ,139.72,0,0,0,0,0,,49.82,99.34,47.86,109.78,375.09,0,0,0,4000,0,58.61,0
0.022,0.051,0.022,0.022,0,0, ,139.72,0,0,0,0,0,,49.82,99.34,44.93,109.78,386.81,0,0,0,4000,0,0,0
0,0,0.015,0.044,0,0.007, ,140.18,0,0,0,0,0,,51.77,99.3,47.86,109.78,257.88,0,0,0,4000,0,0,0
0.007,0,0.029,0.029,0,0, ,140.12,0,0,0,0,0,,46.89,99.27,46.89,109.74,500.12,0,0,0,4000,0,0,0
0.015,0.022,0.015,0.029,0,0, ,140.01,0,0,0,0,0,,51.77,99.34,49.82,109.82,500.12,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.029,0,0, ,139.95,0,0,0,0,0,,46.89,99.27,47.86,109.74,484.49,0,0,0,4000,0,0,0
0,0.044,0,0.029,0,0, ,139.78,0,0,0,0,0,,49.82,99.3,47.86,109.74,375.09,0,0,0,4000,0,0,0
0.037,0.022,0.029,0.044,0,0, ,140.01,0,0,0,0,0,,49.82,99.27,47.86,109.78,500.12,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0.015, ,140.01,0,0,0,0,0,,49.82,99.3,47.86,109.74,500.12,0,0,0,4000,0,0,0
0.015,0.022,0.007,0.066,0.015,0.015, ,139.89,0,0,0,0,0,,48.84,99.27,46.89,109.67,500.12,0,181.68,0,4000,0,0,0
0.029,0.051,0.029,0.029,0,0, ,139.83,0,0,0,0,0,,49.82,99.3,49.82,109.78,484.49,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.022,0,0, ,139.83,0,0,0,0,0,,49.82,99.27,47.86,109.71,375.09,0,0,0,4000,0,0,0
0.007,0.044,0.015,0.022,0,0, ,139.72,0,0,0,0,0,,46.89,99.3,47.86,109.78,363.37,0,0,0,4000,0,0,0
0,0.044,0.015,0.037,0,0, ,139.72,0,0,0,0,0,,48.84,99.34,49.82,109.74,375.09,0,0,0,4000,0,0,0
0.007,0.007,0.029,0.022,0,0, ,140.12,0,0,0,0,0,,51.77,99.3,49.82,109.74,484.49,0,0,0,4000,0,0,0
0.022,0.051,0.015,0.029,0,0.029, ,140.12,0,0,0,0,0,,48.84,99.34,50.79,109.78,375.09,0,0,0,4000,0,0,0
0.029,0.051,0.022,0.037,0,0.015, ,140.07,0,0,0,0,0,,46.89,99.27,47.86,109.74,484.49,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.022,0,0, ,139.89,0,0,0,0,0,,45.91,99.3,49.82,109.74,605.62,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.037,0.007,0.029, ,139.89,0,0,0,0,0,,49.82,99.27,47.86,109.74,375.09,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.022,0,0, ,139.72,0,0,0,0,0,,48.84,99.27,50.79,109.78,484.49,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.051,0,0.022, ,139.95,0,0,0,0,0,,48.84,99.27,49.82,109.67,375.09,0,0,0,4000,0,0,0
0,0.044,0.022,0.029,0,0, ,139.78,0,0,0,0,0,,51.77,99.23,47.86,109.74,363.37,0,0,0,4000,0,0,0
0.007,0.044,0.037,0.029,0,0, ,139.66,0,0,0,0,0,,49.82,99.16,47.86,109.67,484.49,0,0,0,4000,0,58.61,0
0,0,0,0.029,0,0, ,139.66,0,0,0,0,0,,51.77,99.19,47.86,109.63,363.37,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.044,0,0, ,139.95,0,0,0,0,0,,51.77,99.16,50.79,109.63,375.09,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.022,0,0, ,140.12,0,0,0,0,0,,51.77,99.12,47.86,109.56,363.37,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,139.72,0,0,0,0,0,,49.82,99.05,49.82,109.49,375.09,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,139.66,0,0,0,0,0,,49.82,99.05,47.86,109.45,470.82,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,139.66,0,0,0,0,0,,49.82,99.08,47.86,109.45,484.49,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.78,0,0,0,0,0,,48.84,99.05,46.89,109.49,363.37,0,0,0,4000,0,0,0
0,0.044,0,0.029,0,0, ,139.83,0,0,0,0,0,,52.75,99.08,47.86,109.49,363.37,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.029,0,0, ,139.89,0,0,0,0,0,,49.82,99.08,46.89,109.41,352.63,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.037,0,0, ,140.01,0,0,0,0,0,,51.77,99.12,49.82,109.52,484.49,0,0,0,4000,0,0,0
0.029,0.051,0.044,0.044,0,0, ,140.18,0,0,0,0,0,,49.82,99.08,49.82,109.49,363.37,0,0,0,4000,0,0,0
0.029,0.051,0.029,0.037,0,0, ,139.89,0,0,0,0,0,,51.77,99.08,47.86,109.56,363.37,0,0,0,4000,0,0,0
0.037,0.051,0.029,0.051,0,0.015, ,139.95,0,0,0,0,0,,49.82,99.05,47.86,109.49,484.49,0,0,0,4000,0,0,0
0.015,0,0.022,0.037,0,0.022, ,140.24,0,0,0,0,0,,49.82,99.12,47.86,109.45,242.25,0,0,0,4000,0,0,0
0.029,0,0.037,0.044,0,0.029, ,140.18,0,0,0,0,0,,53.72,99.01,49.82,109.45,500.12,0,0,0,4000,0,0,0
0,0,0,0.044,0,0.015, ,139.95,0,0,0,0,0,,48.84,99.05,46.89,109.49,363.37,0,0,0,4000,0,0,0
0,0,0,0.044,0,0.015, ,139.78,0,0,0,0,0,,51.77,99.05,47.86,109.49,484.49,0,0,0,4000,0,0,0
0,0,0,0.029,0,0.015, ,139.66,0,0,0,0,0,,51.77,99.08,49.82,109.49,363.37,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,139.6,0,0,0,0,0,,49.82,99.12,49.82,109.45,363.37,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.72,0,0,0,0,0,,48.84,99.01,46.89,109.41,242.25,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,139.55,0,0,0,0,0,,48.84,99.05,47.86,109.49,363.37,0,0,0,4000,0,0,0
0.015,0.007,0.037,0.051,0.007,0.029, ,140.18,0,0,0,0,0,,49.82,99.05,46.89,109.41,352.63,0,0,0,4000,0,0,0
0.022,0.051,0.015,0.037,0,0, ,140.12,0,0,0,0,0,,49.82,99.08,46.89,109.52,484.49,0,0,0,4000,0,57.63,0
0.029,0.051,0.015,0.022,0,0, ,139.95,0,0,0,0,0,,46.89,99.08,46.89,109.52,363.37,0,0,0,4000,0,0,0
0.022,0.051,0.007,0.022,0,0.015, ,140.01,0,0,0,0,0,,48.84,99.16,46.89,109.63,470.82,0,0,0,4000,0,0,0
0.037,0.051,0.007,0.051,0.007,0.015, ,139.89,0,0,0,0,0,,49.82,99.19,47.86,109.63,375.09,0,0,0,4000,0,0,0
0.015,0.051,0.007,0.029,0,0, ,140.01,0,0,0,0,0,,48.84,99.27,46.89,109.74,457.14,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0.015, ,140.18,0,0,0,0,0,,51.77,99.23,46.89,109.71,363.37,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.029,0,0.007, ,140.07,0,0,0,0,0,,49.82,99.3,46.89,109.71,484.49,0,0,0,4000,0,0,0
0.037,0.051,0.022,0.044,0.015,0, ,140.12,0,0,0,0,0,,49.82,99.3,47.86,109.71,375.09,0,173.87,0,4000,0,0,0
0.037,0.051,0.022,0.029,0,0, ,139.83,0,0,0,0,0,,48.84,99.34,46.89,109.74,484.49,0,0,0,4000,0,0,0
0.007,0.044,0.029,0.022,0,0, ,139.89,0,0,0,0,0,,49.82,99.3,47.86,109.71,588.03,0,0,0,4000,0,57.63,0
0.015,0.051,0.029,0.029,0,0, ,139.78,0,0,0,0,0,,48.84,99.27,46.89,109.74,484.49,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.89,0,0,0,0,0,,51.77,99.3,47.86,109.78,235.41,0,0,0,4000,0,0,0
0.007,0,0.037,0.037,0,0, ,140.18,0,0,0,0,0,,49.82,99.23,46.89,109.74,484.49,0,0,0,4000,0,0,0
0.022,0.022,0.029,0.029,0,0, ,140.07,0,0,0,0,0,,49.82,99.27,47.86,109.71,352.63,0,0,0,4000,0,0,0
0.015,0.051,0,0.037,0,0, ,139.89,0,0,0,0,0,,49.82,99.27,44.93,109.71,470.82,0,0,0,4000,0,0,0
0,0.029,0,0.022,0,0.015, ,139.83,0,0,0,0,0,,49.82,99.27,44.93,109.74,470.82,0,0,0,4000,0,0,0
0,0,0,0.037,0,0.029, ,139.6,0,0,0,0,0,,49.82,99.27,47.86,109.67,363.37,0,0,0,4000,0,58.61,0
0.022,0.051,0.029,0.037,0,0.015, ,139.83,0,0,0,0,0,,51.77,99.27,47.86,109.74,457.14,0,0,0,4000,0,0,0
0.022,0.044,0.037,0.029,0,0, ,139.66,0,0,0,0,0,,48.84,99.27,45.91,109.67,484.49,0,0,0,4000,0,0,0
0,0,0,0.037,0,0.029, ,139.55,0,0,0,0,0,,45.91,99.27,46.89,109.71,352.63,0,0,0,4000,0,0,0
0,0,0.015,0.029,0,0, ,139.66,0,0,0,0,0,,49.82,99.23,44.93,109.71,484.49,0,0,0,4000,0,0,0
0.029,0.051,0.022,0.022,0,0, ,140.18,0,0,0,0,0,,49.82,99.27,46.89,109.74,363.37,0,0,0,4000,0,0,0
0.015,0.022,0.037,0.037,0.007,0.029, ,139.78,0,0,0,0,0,,51.77,99.27,46.89,109.74,352.63,0,0,0,4000,0,0,0
0,0,0.029,0.037,0,0, ,140.12,0,0,0,0,0,,49.82,99.23,46.89,109.71,352.63,0,0,0,4000,0,0,0
0.007,0.007,0.037,0.029,0,0.007, ,140.24,0,0,0,0,0,,51.77,99.3,46.89,109.67,363.37,0,0,0,4000,0,0,0
0.029,0.051,0.044,0.029,0,0.015, ,140.07,0,0,0,0,0,,48.84,99.23,45.91,109.67,363.37,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.029,0,0, ,139.83,0,0,0,0,0,,49.82,99.3,46.89,109.71,470.82,0,0,0,4000,0,57.63,0
0.022,0.051,0.037,0.029,0,0, ,139.66,0,0,0,0,0,,48.84,99.23,46.89,109.71,242.25,0,0,0,4000,0,0,0
0,0.044,0.029,0.015,0,0, ,139.6,0,0,0,0,0,,48.84,99.27,44.93,109.71,457.14,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.037,0,0, ,139.89,0,0,0,0,0,,49.82,99.27,43.96,109.67,363.37,0,0,0,4000,0,0,0
0,0.029,0.015,0.029,0,0.015, ,139.55,0,0,0,0,0,,49.82,99.27,43.96,109.67,470.82,0,0,0,4000,0,0,0
0.007,0.051,0.015,0.037,0,0, ,139.43,0,0,0,0,0,,46.89,99.27,46.89,109.67,363.37,0,0,0,4000,0,0,0
0,0.051,0.007,0.022,0,0, ,139.43,0,0,0,0,0,,48.84,99.23,43.96,109.67,352.63,0,0,0,4000,0,0,0
0.015,0.051,0.029,0.044,0,0.015, ,139.43,0,0,0,0,0,,48.84,99.27,44.93,109.71,484.49,0,0,0,4000,0,0,0
0,0.029,0,0.029,0,0, ,139.49,0,0,0,0,0,,49.82,99.23,45.91,109.67,363.37,0,0,0,4000,0,0,0
0.044,0.051,0.037,0.044,0,0, ,140.01,0,0,0,0,0,,51.77,99.27,46.89,109.67,363.37,0,0,0,4000,0,0,0
0,0.044,0.022,0.022,0,0, ,139.78,0,0,0,0,0,,49.82,99.23,43.96,109.67,352.63,0,0,0,4000,0,0,0
0,0.029,0.037,0.022,0,0.029, ,139.66,0,0,0,0,0,,49.82,99.27,44.93,109.71,363.37,0,0,0,4000,0,0,0
0.022,0.044,0.037,0.037,0,0.029, ,139.72,0,0,0,0,0,,48.84,99.19,43.96,109.71,470.82,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.029,0,0, ,139.83,0,0,0,0,0,,49.82,99.3,46.89,109.71,484.49,0,0,0,4000,0,0,0
0.029,0.051,0.051,0.029,0,0, ,139.83,0,0,0,0,0,,49.82,99.27,45.91,109.67,352.63,0,0,0,4000,0,0,0
0,0,0,0.044,0,0, ,139.89,0,0,0,0,0,,51.77,99.23,46.89,109.71,352.63,0,0,0,4000,0,0,0
0,0,0,0.037,0.007,0, ,139.43,0,0,0,0,0,,49.82,99.23,45.91,109.63,352.63,0,0,0,4000,0,0,0
0,0.051,0.007,0.022,0,0, ,139.49,0,0,0,0,0,,49.82,99.23,43.96,109.67,352.63,0,0,0,4000,0,0,0
0.007,0.051,0.022,0.029,0,0, ,139.49,0,0,0,0,0,,49.82,99.19,45.91,109.63,363.37,0,0,0,4000,0,0,0
0.007,0.051,0.007,0.029,0,0, ,139.6,0,0,0,0,0,,51.77,99.23,45.91,109.67,363.37,0,0,0,4000,0,0,0
0.007,0.051,0.037,0.029,0,0, ,139.55,0,0,0,0,0,,49.82,99.3,46.89,109.63,363.37,0,0,0,4000,0,0,0
0.022,0.007,0,0.037,0,0, ,140.07,0,0,0,0,0,,49.82,99.27,43.96,109.67,363.37,0,0,0,4000,0,0,0
0.007,0.044,0.029,0.029,0,0.029, ,139.66,0,0,0,0,0,,49.82,99.27,46.89,109.63,242.25,0,0,0,4000,0,0,0
0.015,0.051,0.044,0.029,0,0, ,139.72,0,0,0,0,0,,49.82,99.27,43.96,109.67,363.37,0,0,0,4000,0,0,0
0.007,0.044,0.029,0.022,0,0, ,139.66,0,0,0,0,0,,51.77,99.3,46.89,109.71,363.37,0,0,0,4000,0,0,0
0,0.044,0.037,0.037,0,0.029, ,139.66,0,0,0,0,0,,49.82,99.27,45.91,109.67,484.49,0,0,0,4000,0,0,0
0.015,0.044,0.037,0.022,0,0.015, ,139.6,0,0,0,0,0,,51.77,99.23,43.96,109.67,242.25,0,0,0,4000,0,0,0
0.029,0,0.044,0.037,0.007,0.029, ,139.83,0,0,0,0,0,,49.82,99.27,42.98,109.6,363.37,0,0,0,4000,0,0,0
0.029,0.007,0.029,0.022,0,0.007, ,139.72,0,0,0,0,0,,51.77,99.27,45.91,109.67,363.37,0,0,0,4000,0,0,0
0,0,0,0.044,0,0, ,139.78,0,0,0,0,0,,51.77,99.23,43.96,109.63,250.06,0,0,0,4000,0,0,0
0,0,0.007,0.029,0,0, ,139.95,0,0,0,0,0,,48.84,99.27,45.91,109.67,363.37,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,139.43,0,0,0,0,0,,48.84,99.23,46.89,109.67,375.09,0,0,0,4000,0,0,0
0.015,0.051,0.037,0.022,0,0, ,139.83,0,0,0,0,0,,48.84,99.23,47.86,109.67,363.37,0,0,0,4000,0,0,0
0.044,0.022,0.015,0.037,0,0.007, ,140.07,0,0,0,0,0,,51.77,99.23,47.86,109.67,375.09,0,0,0,4000,0,0,0
0.022,0,0.022,0.037,0,0.015, ,140.01,0,0,0,0,0,,49.82,99.27,47.86,109.67,242.25,0,0,0,4000,0,0,0
0.022,0,0.007,0.044,0,0.029, ,139.95,0,0,0,0,0,,49.82,99.23,47.86,109.6,375.09,0,0,0,4000,0,0,0
